source_count,seed,mode,strategy,all_cleared,cleared_count,clearance_ratio,total_time_s,per_source_s,program_runtime_s,termination_reason,failure,exit_failure,movement_s,measurement_s,switching_s,clearance_s
10,70260912,census_then_clear,对照组_普查后清除,True,10,1.0,3460.58401144406,346.058401144406,0.10082909999982803,all_cleared,,,2547.5840114440603,725.0,138.0,50.0
10,70260913,census_then_clear,对照组_普查后清除,True,10,1.0,4110.29791841794,411.029791841794,0.09268050000173389,all_cleared,,,3187.2979184179417,735.0,138.0,50.0
10,70260914,census_then_clear,对照组_普查后清除,True,10,1.0,3924.6780000204335,392.46780000204336,0.09143210000183899,all_cleared,,,3000.678000020434,735.0,139.0,50.0
10,70260915,census_then_clear,对照组_普查后清除,True,10,1.0,3943.4015384398476,394.34015384398475,0.10992130000158795,all_cleared,,,3001.401538439848,750.0,142.0,50.0
10,70260916,census_then_clear,对照组_普查后清除,True,10,1.0,3423.9403664494494,342.39403664494495,0.12025310000171885,all_cleared,,,2498.940366449449,735.0,140.0,50.0
10,70260917,census_then_clear,对照组_普查后清除,True,10,1.0,3591.870806167037,359.18708061670367,0.08541260000129114,all_cleared,,,2684.870806167037,720.0,137.0,50.0
10,70260918,census_then_clear,对照组_普查后清除,True,10,1.0,3772.83512394777,377.283512394777,0.146531700000196,all_cleared,,,2832.83512394777,750.0,140.0,50.0
10,70260919,census_then_clear,对照组_普查后清除,True,10,1.0,3820.8032450473497,382.08032450473496,0.10869090000051074,all_cleared,,,2901.8032450473506,730.0,139.0,50.0
10,70260920,census_then_clear,对照组_普查后清除,True,10,1.0,3590.805966448735,359.0805966448735,0.10148360000312096,all_cleared,,,2673.805966448735,730.0,137.0,50.0
10,70260921,census_then_clear,对照组_普查后清除,True,10,1.0,4153.817517412173,415.38175174121733,0.09940040000219597,all_cleared,,,3235.8175174121734,730.0,138.0,50.0
10,70260922,census_then_clear,对照组_普查后清除,True,10,1.0,3773.8985322916697,377.389853229167,0.11040809999758494,all_cleared,,,2836.8985322916697,745.0,142.0,50.0
10,70260923,census_then_clear,对照组_普查后清除,True,10,1.0,3793.0447115603693,379.3044711560369,0.1047617000003811,all_cleared,,,2857.0447115603683,745.0,141.0,50.0
10,70260924,census_then_clear,对照组_普查后清除,True,10,1.0,4064.832525580843,406.4832525580843,0.10254809999969439,all_cleared,,,3145.832525580844,730.0,139.0,50.0
10,70260925,census_then_clear,对照组_普查后清除,True,10,1.0,4163.691685980968,416.3691685980968,0.09187769999698503,all_cleared,,,3239.6916859809685,735.0,139.0,50.0
10,70260926,census_then_clear,对照组_普查后清除,True,10,1.0,4143.809821333344,414.38098213333444,0.11056989999997313,all_cleared,,,3215.8098213333465,740.0,138.0,50.0
