source_count,seed,mode,strategy,all_cleared,cleared_count,clearance_ratio,total_time_s,per_source_s,program_runtime_s,termination_reason,failure,exit_failure,movement_s,measurement_s,switching_s,clearance_s
10,70260912,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,2965.309827866459,296.5309827866459,0.34464160000061383,all_cleared,,,2133.309827866458,660.0,122.0,50.0
10,70260913,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,3291.493467246473,329.1493467246473,0.24112669999885838,all_cleared,,,2444.493467246473,670.0,127.0,50.0
10,70260914,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,3094.3747612000425,309.43747612000425,0.35399150000012014,all_cleared,,,2190.3747612000425,720.0,134.0,50.0
10,70260915,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,3201.6197498761635,320.16197498761636,0.3512470999994548,all_cleared,,,2319.6197498761635,700.0,132.0,50.0
10,70260916,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,2898.286473157588,289.82864731575876,0.3176545000023907,all_cleared,,,2103.2864731575883,630.0,115.0,50.0
10,70260917,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,3192.2684848394365,319.2268484839436,0.4570550999997067,all_cleared,,,2260.2684848394374,745.0,137.0,50.0
10,70260918,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,2951.5720562844676,295.1572056284468,0.3715033000007679,all_cleared,,,2147.5720562844685,635.0,119.0,50.0
10,70260919,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,2921.435638434083,292.1435638434083,0.3023747999977786,all_cleared,,,2126.4356384340836,625.0,120.0,50.0
10,70260920,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,2858.5319385384255,285.8531938538425,0.34571580000192625,all_cleared,,,1933.5319385384253,735.0,140.0,50.0
10,70260921,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,3149.655693441273,314.9655693441273,0.4143226999985927,all_cleared,,,2226.655693441273,735.0,138.0,50.0
10,70260922,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,3052.6253290596624,305.2625329059662,0.32556710000062594,all_cleared,,,2168.625329059662,700.0,134.0,50.0
10,70260923,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,3071.703543751623,307.1703543751623,0.31692439999824273,all_cleared,,,2180.703543751623,710.0,131.0,50.0
10,70260924,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,3126.062933331321,312.6062933331321,0.3182822999988275,all_cleared,,,2275.0629333313213,675.0,126.0,50.0
10,70260925,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,3356.6996411822206,335.6699641182221,0.3973227999995288,all_cleared,,,2417.6996411822206,750.0,139.0,50.0
10,70260926,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,3250.9238408303836,325.0923840830384,0.4228861000010511,all_cleared,,,2380.9238408303836,690.0,130.0,50.0
10,70260927,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,3291.364595260957,329.1364595260957,0.35815269999875454,all_cleared,,,2383.364595260957,720.0,138.0,50.0
10,70260928,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,2842.5427214717934,284.25427214717934,0.3330424000014318,all_cleared,,,1969.5427214717931,690.0,133.0,50.0
10,70260929,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,2930.1758082594542,293.0175808259454,0.4376833999995142,all_cleared,,,2132.1758082594542,630.0,118.0,50.0
10,70260930,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,3473.953725024239,347.39537250242387,0.4689220000000205,all_cleared,,,2534.953725024239,750.0,139.0,50.0
10,70260931,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,3061.547555243412,306.15475552434117,0.39708799999789335,all_cleared,,,2265.5475552434114,630.0,116.0,50.0
12,70261912,joint_routing,实验组_当前策略_集中测量与联合路线,True,12,1.0,3221.756241150757,268.47968676256306,0.36571209999965504,all_cleared,,,2383.756241150757,655.0,123.0,60.0
12,70261913,joint_routing,实验组_当前策略_集中测量与联合路线,True,12,1.0,3171.030818443241,264.2525682036034,0.3863958999972965,all_cleared,,,2333.0308184432415,655.0,123.0,60.0
12,70261914,joint_routing,实验组_当前策略_集中测量与联合路线,True,12,1.0,2965.143373746567,247.09528114554723,0.37883119999969495,all_cleared,,,2058.143373746566,710.0,137.0,60.0
12,70261915,joint_routing,实验组_当前策略_集中测量与联合路线,True,12,1.0,3231.715778087543,269.30964817396193,0.3956093000015244,all_cleared,,,2351.7157780875427,690.0,130.0,60.0
12,70261916,joint_routing,实验组_当前策略_集中测量与联合路线,True,12,1.0,3348.2410651587497,279.0200887632291,0.43521619999955874,all_cleared,,,2501.24106515875,665.0,122.0,60.0
12,70261917,joint_routing,实验组_当前策略_集中测量与联合路线,True,12,1.0,2984.317678144227,248.69313984535225,0.4241991000017151,all_cleared,,,2107.3176781442266,690.0,127.0,60.0
12,70261918,joint_routing,实验组_当前策略_集中测量与联合路线,True,12,1.0,3102.7300915870733,258.5608409655894,0.43696519999866723,all_cleared,,,2251.7300915870737,665.0,126.0,60.0
