source_count,seed,mode,all_cleared,cleared_count,total_time_s,per_source_s,program_runtime_s,termination_reason,movement_s,measurement_s,switching_s,clearance_s
10,70260923,hybrid,True,10,6941.847210397843,694.1847210397843,1.4299000999999407,all_cleared,6151.847210397843,645.0,95.0,50.0
10,70260923,efficient,True,10,3071.703543751623,307.1703543751623,0.4076710000008461,all_cleared,2180.703543751623,710.0,131.0,50.0
10,70260924,complete,True,10,6801.478259832928,680.1478259832928,0.3661952000002202,all_cleared,5991.478259832928,670.0,90.0,50.0
10,70260924,hybrid,True,10,6893.103522913794,689.3103522913794,1.2061974999996892,all_cleared,6137.103522913795,615.0,91.0,50.0
10,70260924,efficient,True,10,3126.062933331321,312.6062933331321,0.4413578999992751,all_cleared,2275.0629333313213,675.0,126.0,50.0
10,70260925,complete,True,10,6745.36711481462,674.536711481462,0.4825955999986036,all_cleared,5881.367114814621,720.0,94.0,50.0
10,70260925,hybrid,True,10,6629.024377286601,662.9024377286601,1.4586779000019305,all_cleared,5809.024377286603,675.0,95.0,50.0
10,70260925,efficient,True,10,3356.6996411822206,335.6699641182221,0.7010603000016999,all_cleared,2417.6996411822206,750.0,139.0,50.0
10,70260926,complete,True,10,6518.352632275126,651.8352632275125,0.4541417000000365,all_cleared,5749.352632275126,635.0,84.0,50.0
10,70260926,hybrid,True,10,7044.340286943348,704.4340286943348,1.6405387000013434,all_cleared,6229.340286943347,675.0,90.0,50.0
10,70260926,efficient,True,10,3250.9238408303836,325.0923840830384,0.5643955999985337,all_cleared,2380.9238408303836,690.0,130.0,50.0
10,70260927,complete,True,10,6674.624684562044,667.4624684562044,0.3588008999977319,all_cleared,5865.624684562044,665.0,94.0,50.0
10,70260927,hybrid,True,10,6707.750369187894,670.7750369187894,1.3438002999973833,all_cleared,5944.750369187894,620.0,93.0,50.0
10,70260927,efficient,True,10,3291.364595260957,329.1364595260957,0.4718536000000313,all_cleared,2383.364595260957,720.0,138.0,50.0
10,70260928,complete,True,10,6689.525848749089,668.9525848749089,0.48805650000213063,all_cleared,5885.525848749089,670.0,84.0,50.0
10,70260928,hybrid,True,10,6882.474374208451,688.2474374208451,1.398827799999708,all_cleared,6095.474374208451,650.0,87.0,50.0
10,70260928,efficient,True,10,2842.5427214717934,284.25427214717934,0.5912615999986883,all_cleared,1969.5427214717931,690.0,133.0,50.0
10,70260929,complete,True,10,6628.834556075988,662.8834556075988,0.5322606999980053,all_cleared,5843.834556075986,650.0,85.0,50.0
10,70260929,hybrid,True,10,6738.308726230309,673.8308726230309,1.1088373999991745,all_cleared,5964.308726230308,635.0,89.0,50.0
10,70260929,efficient,True,10,2930.1758082594542,293.0175808259454,0.6258340999993379,all_cleared,2132.1758082594542,630.0,118.0,50.0
10,70260930,complete,True,10,6448.794162242943,644.8794162242942,0.45846850000089034,all_cleared,5632.794162242942,675.0,91.0,50.0
10,70260930,hybrid,True,10,6676.5264224991915,667.6526422499192,1.4248810999997659,all_cleared,5860.526422499191,670.0,96.0,50.0
10,70260930,efficient,True,10,3473.953725024239,347.39537250242387,0.6031813000008697,all_cleared,2534.953725024239,750.0,139.0,50.0
10,70260931,complete,True,10,6397.1055854863525,639.7105585486353,0.4345640000028652,all_cleared,5512.105585486352,735.0,100.0,50.0
10,70260931,hybrid,True,10,6456.757632392894,645.6757632392894,1.1102931999994325,all_cleared,5577.757632392894,725.0,104.0,50.0
10,70260931,efficient,True,10,3061.547555243412,306.15475552434117,0.6105786999978591,all_cleared,2265.5475552434114,630.0,116.0,50.0
12,70261912,complete,True,12,7519.299108032658,626.6082590027215,0.6613418999986607,all_cleared,6643.299108032659,725.0,91.0,60.0
12,70261912,hybrid,True,12,7297.507023716489,608.1255853097074,1.4909757999994326,all_cleared,6456.507023716489,690.0,91.0,60.0
12,70261912,efficient,True,12,3221.756241150757,268.47968676256306,0.44098200000007637,all_cleared,2383.756241150757,655.0,123.0,60.0
12,70261913,complete,True,12,7418.8920514814035,618.241004290117,0.4068914000017685,all_cleared,6607.8920514814035,665.0,86.0,60.0
12,70261913,hybrid,True,12,7543.8088533214395,628.6507377767866,1.3837296000019705,all_cleared,6728.8088533214395,665.0,90.0,60.0
12,70261913,efficient,True,12,3171.030818443241,264.2525682036034,0.5233894999983022,all_cleared,2333.0308184432415,655.0,123.0,60.0
12,70261914,complete,True,12,7634.128586015944,636.1773821679953,0.4548475999981747,all_cleared,6831.128586015944,660.0,83.0,60.0
12,70261914,hybrid,True,12,7417.073786865623,618.0894822388019,1.3168530000002647,all_cleared,6677.073786865622,600.0,80.0,60.0
12,70261914,efficient,True,12,2965.143373746567,247.09528114554723,0.6959848000005877,all_cleared,2058.143373746566,710.0,137.0,60.0
12,70261915,complete,True,12,6869.877926559491,572.4898272132909,0.49544710000191117,all_cleared,6056.877926559491,670.0,83.0,60.0
12,70261915,hybrid,True,12,6994.264954213166,582.8554128510972,1.0152176000010513,all_cleared,6214.264954213166,635.0,85.0,60.0
12,70261915,efficient,True,12,3231.715778087543,269.30964817396193,0.5088170999988506,all_cleared,2351.7157780875427,690.0,130.0,60.0
12,70261916,complete,True,12,7280.184034320688,606.6820028600573,0.5108180999995966,all_cleared,6423.184034320688,715.0,82.0,60.0
12,70261916,hybrid,True,12,7324.693800918889,610.391150076574,1.1987085000000661,all_cleared,6500.693800918888,680.0,84.0,60.0
12,70261916,efficient,True,12,3348.2410651587497,279.0200887632291,0.6331403000003775,all_cleared,2501.24106515875,665.0,122.0,60.0
12,70261917,complete,True,12,7657.534377032119,638.1278647526766,0.4688456000003498,all_cleared,6878.534377032119,640.0,79.0,60.0
12,70261917,hybrid,True,12,7679.280732753326,639.9400610627772,1.3847169999971811,all_cleared,6967.280732753325,575.0,77.0,60.0
12,70261917,efficient,True,12,2984.317678144227,248.69313984535225,0.6503980999987107,all_cleared,2107.3176781442266,690.0,127.0,60.0
12,70261918,complete,True,12,7437.669299250592,619.8057749375494,0.7145197999998345,all_cleared,6610.669299250592,685.0,82.0,60.0
12,70261918,hybrid,True,12,7632.420207411121,636.0350172842601,1.4619055000002845,all_cleared,6838.420207411122,650.0,84.0,60.0
12,70261918,efficient,True,12,3102.7300915870733,258.5608409655894,0.5890617000004568,all_cleared,2251.7300915870737,665.0,126.0,60.0
12,70261919,complete,True,12,7517.851179255005,626.4875982712505,0.7156764999999723,all_cleared,6676.851179255005,700.0,81.0,60.0
12,70261919,hybrid,True,12,7313.33015218178,609.4441793484817,1.294233599997824,all_cleared,6483.33015218178,685.0,85.0,60.0
12,70261919,efficient,True,12,3531.8413404240027,294.32011170200025,0.5539752000004228,all_cleared,2645.8413404240027,695.0,131.0,60.0
12,70261920,complete,True,12,7172.352808895323,597.6960674079436,0.4788536000014574,all_cleared,6384.352808895323,650.0,78.0,60.0
12,70261920,hybrid,True,12,6967.3749291873755,580.6145774322813,1.2836467000015546,all_cleared,6166.3749291873755,655.0,86.0,60.0
12,70261920,efficient,True,12,2926.039513163528,243.83662609696069,0.5978944999988016,all_cleared,2162.0395131635278,595.0,109.0,60.0
12,70261921,complete,True,12,7728.384322482284,644.0320268735237,0.5203270999991219,all_cleared,7003.384322482283,595.0,70.0,60.0
12,70261921,hybrid,True,12,7332.058853842598,611.0049044868832,1.3761468000011519,all_cleared,6641.058853842598,560.0,71.0,60.0
12,70261921,efficient,True,12,3152.4920794012783,262.7076732834399,0.6668537999976252,all_cleared,2343.4920794012783,630.0,119.0,60.0
12,70261922,complete,True,12,7359.580496691011,613.298374724251,0.4603452000010293,all_cleared,6597.58049669101,625.0,77.0,60.0
12,70261922,hybrid,True,12,7154.560934801613,596.2134112334678,1.3316450999991503,all_cleared,6392.560934801613,620.0,82.0,60.0
12,70261922,efficient,True,12,3231.007280587416,269.250606715618,0.8623196000007738,all_cleared,2344.007280587415,700.0,127.0,60.0
12,70261923,complete,True,12,7944.143796559532,662.0119830466277,0.5467908999999054,all_cleared,7203.143796559532,610.0,71.0,60.0
12,70261923,hybrid,True,12,7802.596867641861,650.2164056368217,1.470786699999735,all_cleared,7019.5968676418615,640.0,83.0,60.0
12,70261923,efficient,True,12,3107.4178005361136,258.95148337800947,0.735124500002712,all_cleared,2258.4178005361136,665.0,124.0,60.0
12,70261924,complete,True,12,7207.814106527909,600.6511755439924,0.44649220000064815,all_cleared,6447.814106527909,620.0,80.0,60.0
12,70261924,hybrid,True,12,7260.575868655405,605.0479890546171,1.3407216999985394,all_cleared,6513.575868655405,605.0,82.0,60.0
12,70261924,efficient,True,12,3077.882935362122,256.4902446135102,0.7857886999991024,all_cleared,2268.882935362123,630.0,119.0,60.0
12,70261925,complete,True,12,7407.217784581389,617.2681487151158,0.8184290999997756,all_cleared,6602.217784581389,665.0,80.0,60.0
12,70261925,hybrid,True,12,7521.301325547171,626.7751104622643,1.4822157999988121,all_cleared,6694.301325547171,680.0,87.0,60.0
12,70261925,efficient,True,12,3273.36391199965,272.78032599997084,0.6247559000003093,all_cleared,2368.363911999649,710.0,135.0,60.0
12,70261926,complete,True,12,7012.013677719955,584.3344731433295,0.5366112000010617,all_cleared,6258.013677719955,620.0,74.0,60.0
12,70261926,hybrid,True,12,6545.3792475211385,545.4482706267615,1.124217000000499,all_cleared,5875.379247521138,535.0,75.0,60.0
12,70261926,efficient,True,12,3448.812540786281,287.4010450655234,0.7508376000005228,all_cleared,2543.8125407862804,715.0,130.0,60.0
12,70261927,complete,True,12,7563.135750909786,630.2613125758155,0.5701494999993884,all_cleared,6765.135750909787,660.0,78.0,60.0
12,70261927,hybrid,True,12,7703.663643843029,641.9719703202524,1.4018765000000712,all_cleared,6939.663643843029,625.0,79.0,60.0
12,70261927,efficient,True,12,3035.904415042541,252.99203458687842,0.6063230999970983,all_cleared,2219.9044150425407,635.0,121.0,60.0
12,70261928,complete,True,12,7745.88840282799,645.4907002356658,0.629864999998972,all_cleared,6877.888402827988,720.0,88.0,60.0
12,70261928,hybrid,True,12,7698.32563556772,641.52713629731,1.3203228000020317,all_cleared,6836.32563556772,710.0,92.0,60.0
12,70261928,efficient,True,12,3194.2066752544806,266.18388960454007,0.5896968999986711,all_cleared,2283.2066752544806,715.0,136.0,60.0
12,70261929,complete,True,12,8001.420382420419,666.7850318683683,0.6395453999975871,all_cleared,7153.420382420419,705.0,83.0,60.0
12,70261929,hybrid,True,12,8005.951348895643,667.1626124079702,1.4780239000028814,all_cleared,7201.951348895644,660.0,84.0,60.0
12,70261929,efficient,True,12,3430.4211591742555,285.86842993118796,0.6468864999988,all_cleared,2503.4211591742546,730.0,137.0,60.0
12,70261930,complete,True,12,6918.254473120898,576.5212060934082,0.4002418999989459,all_cleared,6110.254473120897,660.0,88.0,60.0
12,70261930,hybrid,True,12,7336.858306872016,611.4048589060013,1.333760400000756,all_cleared,6574.858306872015,615.0,87.0,60.0
12,70261930,efficient,True,12,3213.6253956352853,267.8021163029404,0.6911860999971395,all_cleared,2389.6253956352853,645.0,119.0,60.0
12,70261931,complete,True,12,7543.890370275764,628.6575308563137,0.6206942000026174,all_cleared,6683.890370275764,715.0,85.0,60.0
12,70261931,hybrid,True,12,7202.798691523348,600.2332242936124,1.3423013999999966,all_cleared,6424.798691523348,635.0,83.0,60.0
12,70261931,efficient,True,12,3418.216941974648,284.8514118312207,0.7696436999976868,all_cleared,2508.2169419746488,715.0,135.0,60.0
14,70262912,complete,True,14,8292.322785853192,592.3087704180851,0.5853266999984044,all_cleared,7541.322785853192,615.0,66.0,70.0
14,70262912,hybrid,True,14,7895.797529364717,563.9855378117655,1.308418900000106,all_cleared,7169.797529364717,585.0,71.0,70.0
14,70262912,efficient,True,14,3279.76892601899,234.26920900135642,0.8220340999978362,all_cleared,2445.7689260189904,650.0,114.0,70.0
14,70262913,complete,True,14,8794.992733212652,628.2137666580466,0.6190497999996296,all_cleared,8088.992733212652,580.0,56.0,70.0
14,70262913,hybrid,True,14,8621.472522112208,615.8194658651577,1.488291699999536,all_cleared,7901.47252211221,585.0,65.0,70.0
14,70262913,efficient,True,14,2720.328154234055,194.30915387386108,0.9905800999986241,all_cleared,1921.3281542340553,615.0,114.0,70.0
14,70262914,complete,True,14,8403.107346326193,600.2219533090138,0.5633816999979899,all_cleared,7641.107346326194,625.0,67.0,70.0
14,70262914,hybrid,True,14,8660.638017713867,618.6170012652763,1.2621235000005981,all_cleared,7941.638017713869,580.0,69.0,70.0
14,70262914,efficient,True,14,3333.35359357355,238.09668525525356,0.8567715999997745,all_cleared,2523.3535935735495,625.0,115.0,70.0
14,70262915,complete,True,14,7885.161265474948,563.225804676782,0.7238611000029778,all_cleared,7068.161265474949,670.0,77.0,70.0
14,70262915,hybrid,True,14,7625.370939507168,544.6693528219406,1.4008934999983467,all_cleared,6899.370939507169,585.0,71.0,70.0
14,70262915,efficient,True,14,3381.2661903504522,241.51901359646087,0.8057211000013922,all_cleared,2416.2661903504522,755.0,140.0,70.0
14,70262916,complete,True,14,7867.095152602362,561.9353680430258,0.6155155999986164,all_cleared,7057.095152602363,665.0,75.0,70.0
14,70262916,hybrid,True,14,7650.702905330156,546.478778952154,1.1828692999988561,all_cleared,6917.702905330156,590.0,73.0,70.0
14,70262916,efficient,True,14,3152.200388154106,225.15717058243612,0.5791657999980089,all_cleared,2338.200388154105,625.0,119.0,70.0
14,70262917,complete,True,14,8486.961185057313,606.2115132183795,0.5164998999971431,all_cleared,7749.961185057312,605.0,62.0,70.0
14,70262917,hybrid,True,14,8249.078910096154,589.2199221497252,1.3358774000007543,all_cleared,7501.078910096153,610.0,68.0,70.0
14,70262917,efficient,True,14,3041.0520605111974,217.21800432222838,0.6612008000010974,all_cleared,2212.0520605111988,640.0,119.0,70.0
14,70262918,complete,True,14,8002.225863499048,571.5875616785034,0.5807654999989609,all_cleared,7234.225863499049,630.0,68.0,70.0
14,70262918,hybrid,True,14,7731.489757939647,552.2492684242604,1.267600899998797,all_cleared,7004.489757939648,590.0,67.0,70.0
14,70262918,efficient,True,14,3505.5675248696084,250.39768034782918,0.7708450999998604,all_cleared,2480.5675248696098,810.0,145.0,70.0
14,70262919,complete,True,14,8676.564202867861,619.754585919133,0.6533055000036256,all_cleared,7902.564202867861,640.0,64.0,70.0
14,70262919,hybrid,True,14,8796.103868730537,628.2931334807527,1.6878293000008853,all_cleared,8026.103868730536,630.0,70.0,70.0
14,70262919,efficient,True,14,3458.367475687419,247.02624826338706,0.6575866999992286,all_cleared,2598.3674756874193,665.0,125.0,70.0
14,70262920,complete,True,14,8624.172863759086,616.0123474113633,0.790717299998505,all_cleared,7786.172863759084,695.0,73.0,70.0
14,70262920,hybrid,True,14,8278.547062225778,591.3247901589841,1.4874259000025631,all_cleared,7501.547062225776,635.0,72.0,70.0
14,70262920,efficient,True,14,3698.816312513999,264.2011651795714,0.7784709999978077,all_cleared,2761.816312514,735.0,132.0,70.0
14,70262921,complete,True,14,8535.025000696569,609.6446429068977,0.6280388000013772,all_cleared,7748.025000696569,650.0,67.0,70.0
14,70262921,hybrid,True,14,8230.671637204232,587.9051169431594,1.467514600000868,all_cleared,7525.67163720423,570.0,65.0,70.0
14,70262921,efficient,True,14,3245.2992068046397,231.8070862003314,0.8331340000004275,all_cleared,2325.2992068046397,715.0,135.0,70.0
14,70262922,complete,True,14,8125.762926712596,580.4116376223283,0.6435095999986515,all_cleared,7220.762926712596,750.0,85.0,70.0
14,70262922,hybrid,True,14,8344.0560581491,596.0040041535073,1.8150452000008954,all_cleared,7425.056058149099,760.0,89.0,70.0
14,70262922,efficient,True,14,3901.5607023551274,278.68290731108056,0.8463590999999724,all_cleared,2997.5607023551283,705.0,129.0,70.0
14,70262923,complete,True,14,7643.887585036086,545.9919703597204,0.7759112999992794,all_cleared,6819.887585036087,680.0,74.0,70.0
14,70262923,hybrid,True,14,7435.063018058674,531.0759298613339,1.57589150000058,all_cleared,6639.063018058674,650.0,76.0,70.0
14,70262923,efficient,True,14,3609.2495143115966,257.80353673654264,0.738265500000125,all_cleared,2613.2495143115966,780.0,146.0,70.0
14,70262924,complete,True,14,8472.668897519432,605.1906355371023,0.7246548999974038,all_cleared,7633.668897519431,700.0,69.0,70.0
14,70262924,hybrid,True,14,8264.423722584155,590.3159801845825,1.698467599999276,all_cleared,7463.423722584154,660.0,71.0,70.0
14,70262924,efficient,True,14,3412.063598539531,243.71882846710938,0.8321045000011509,all_cleared,2518.0635985395315,695.0,129.0,70.0
14,70262925,complete,True,14,8358.802628202642,597.0573305859031,0.6566216999999597,all_cleared,7572.802628202642,645.0,71.0,70.0
14,70262925,hybrid,True,14,8385.180125655572,598.9414375468266,1.4558155999984592,all_cleared,7633.180125655572,610.0,72.0,70.0
14,70262925,efficient,True,14,3459.890608016027,247.1350434297162,0.6966629999988072,all_cleared,2559.8906080160273,700.0,130.0,70.0
14,70262926,complete,True,14,8633.46811393137,616.6762938522407,0.6046620999986771,all_cleared,7778.468113931372,710.0,75.0,70.0
14,70262926,hybrid,True,14,8645.047493867381,617.5033924190986,1.2803208000004815,all_cleared,7802.047493867381,695.0,78.0,70.0
14,70262926,efficient,True,14,3302.8884034598464,235.9206002471319,0.5953362000000197,all_cleared,2466.8884034598473,645.0,121.0,70.0
14,70262927,complete,True,14,8337.585742050136,595.5418387178669,0.5444048999997904,all_cleared,7545.585742050135,650.0,72.0,70.0
14,70262927,hybrid,True,14,8092.4515199007,578.0322514214786,1.450560500001302,all_cleared,7348.4515199007,600.0,74.0,70.0
14,70262927,efficient,True,14,3192.11698067203,228.00835576228786,0.5140561000007438,all_cleared,2437.1169806720304,575.0,110.0,70.0
14,70262928,complete,True,14,7639.157460202359,545.6541043001686,0.4539208000023791,all_cleared,6888.1574602023575,605.0,76.0,70.0
14,70262928,hybrid,True,14,7546.340529047304,539.0243235033788,1.2535428000010143,all_cleared,6842.340529047303,560.0,74.0,70.0
14,70262928,efficient,True,14,2711.7481156116633,193.69629397226166,0.5158258999981626,all_cleared,1952.7481156116637,580.0,109.0,70.0
14,70262929,complete,True,14,7994.777252115813,571.0555180082723,0.8397370000020601,all_cleared,7122.777252115813,725.0,77.0,70.0
14,70262929,hybrid,True,14,7930.421688500933,566.4586920357809,1.4846510999996099,all_cleared,7086.421688500933,695.0,79.0,70.0
14,70262929,efficient,True,14,3344.419348754314,238.88709633959385,0.5967462000007799,all_cleared,2536.419348754314,620.0,118.0,70.0
14,70262930,complete,True,14,8590.68184512074,613.6201317943386,0.67564449999918,all_cleared,7767.68184512074,680.0,73.0,70.0
14,70262930,hybrid,True,14,8512.205265420564,608.0146618157545,1.5028716000015265,all_cleared,7754.205265420564,615.0,73.0,70.0
14,70262930,efficient,True,14,3399.604183161744,242.82887022583887,0.8257503000022552,all_cleared,2577.604183161744,630.0,122.0,70.0
14,70262931,complete,True,14,8624.91033657052,616.0650240407514,0.7707233000000997,all_cleared,7798.91033657052,685.0,71.0,70.0
14,70262931,hybrid,True,14,8141.20422290729,581.5145873505207,1.3564330999979575,all_cleared,7400.20422290729,600.0,71.0,70.0
14,70262931,efficient,True,14,3724.181591880233,266.01297084858805,0.6049149999998917,all_cleared,2905.181591880234,630.0,119.0,70.0
16,70263912,complete,True,16,9360.160092957423,585.010005809839,0.7226187999985996,all_cleared,8501.160092957425,710.0,69.0,80.0
16,70263912,hybrid,True,16,9195.177809009638,574.6986130631024,1.631243200001336,all_cleared,8377.17780900964,670.0,68.0,80.0
16,70263912,efficient,True,16,3395.395264305091,212.2122040190682,0.949072100000194,all_cleared,2602.395264305092,605.0,108.0,80.0
16,70263913,complete,True,16,9628.329222169987,601.7705763856242,0.7704758999971091,all_cleared,8819.329222169987,665.0,64.0,80.0
16,70263913,hybrid,True,16,9628.019304969333,601.7512065605833,1.545996600001672,all_cleared,8739.019304969332,730.0,79.0,80.0
16,70263913,efficient,True,16,3176.2867110189245,198.51791943868278,0.892300499999692,all_cleared,2349.2867110189236,630.0,117.0,80.0
16,70263914,complete,True,16,8800.360818443516,550.0225511527198,0.651825100001588,all_cleared,7882.360818443516,755.0,83.0,80.0
16,70263914,hybrid,True,16,8500.826739785512,531.3016712365945,1.5133119999991322,all_cleared,7689.8267397855125,655.0,76.0,80.0
16,70263914,efficient,True,16,3393.263433068377,212.07896456677355,0.7262529999970866,all_cleared,2503.263433068377,685.0,125.0,80.0
16,70263915,complete,True,16,8837.51336425681,552.3445852660507,0.5971013999987917,all_cleared,7983.513364256813,695.0,79.0,80.0
16,70263915,hybrid,True,16,8802.774194157955,550.1733871348722,1.3184300000029907,all_cleared,7952.774194157956,690.0,80.0,80.0
16,70263915,efficient,True,16,3398.883438521609,212.43021490760057,0.5503943000003346,all_cleared,2684.8834385216087,535.0,99.0,80.0
16,70263916,complete,True,16,9140.397476466183,571.2748422791365,0.5975642999983393,all_cleared,8320.397476466183,670.0,70.0,80.0
16,70263916,hybrid,True,16,9134.436507113167,570.9022816945729,1.337870200000907,all_cleared,8342.436507113169,640.0,72.0,80.0
16,70263916,efficient,True,16,3728.3060174317993,233.01912608948746,0.6328538000016124,all_cleared,2879.306017431799,650.0,119.0,80.0
16,70263917,complete,True,16,8567.206651151333,535.4504156969583,0.6303403999991133,all_cleared,7808.206651151335,620.0,59.0,80.0
16,70263917,hybrid,True,16,8391.202845297643,524.4501778311027,1.2577229999988049,all_cleared,7635.202845297644,610.0,66.0,80.0
16,70263917,efficient,True,16,3472.6947879109457,217.0434242444341,1.1081505000001926,all_cleared,2547.6947879109453,715.0,130.0,80.0
16,70263918,complete,True,16,8514.925746336792,532.1828591460495,0.6757128999997803,all_cleared,7737.925746336791,640.0,57.0,80.0
16,70263918,hybrid,True,16,8663.998743979184,541.499921498699,1.5919847000004665,all_cleared,7963.998743979183,560.0,60.0,80.0
16,70263918,efficient,True,16,3226.1165987721492,201.63228742325933,0.9798811000000569,all_cleared,2469.1165987721492,575.0,102.0,80.0
16,70263919,complete,True,16,8614.834761958708,538.4271726224192,0.5756561999987753,all_cleared,7723.834761958708,725.0,86.0,80.0
16,70263919,hybrid,True,16,8437.523969072116,527.3452480670072,1.3391116999991937,all_cleared,7625.523969072115,655.0,77.0,80.0
16,70263919,efficient,True,16,4020.2474371201733,251.26546482001083,0.6204523999986122,all_cleared,3178.247437120173,645.0,117.0,80.0
16,70263920,complete,True,16,8992.017569426116,562.0010980891323,0.739048699997511,all_cleared,8129.017569426118,715.0,68.0,80.0
16,70263920,hybrid,True,16,8397.588060745784,524.8492537966115,1.6626603000004252,all_cleared,7608.588060745784,640.0,69.0,80.0
16,70263920,efficient,True,16,3503.54113961396,218.9713212258725,0.8667169000000285,all_cleared,2735.5411396139602,580.0,108.0,80.0
16,70263921,complete,True,16,8698.283351700964,543.6427094813102,0.669680300001346,all_cleared,7942.283351700964,615.0,61.0,80.0
16,70263921,hybrid,True,16,8962.17490888579,560.1359318053619,1.4530190999976185,all_cleared,8255.174908885794,570.0,57.0,80.0
16,70263921,efficient,True,16,3480.3337010966547,217.52085631854092,0.9844376000000921,all_cleared,2680.333701096655,610.0,110.0,80.0
16,70263922,complete,True,16,8808.131795134617,550.5082371959136,0.7029145999986213,all_cleared,8025.131795134617,645.0,58.0,80.0
16,70263922,hybrid,True,16,8354.97075003834,522.1856718773962,1.4670574000010674,all_cleared,7596.970750038338,615.0,63.0,80.0
