source_count,seed,mode,strategy,all_cleared,cleared_count,clearance_ratio,total_time_s,per_source_s,program_runtime_s,termination_reason,failure,exit_failure,movement_s,measurement_s,switching_s,clearance_s
10,70260912,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,2965.309827866459,296.5309827866459,0.34448580000025686,all_cleared,,,2133.309827866458,660.0,122.0,50.0
10,70260913,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,3291.493467246473,329.1493467246473,0.2374822999991011,all_cleared,,,2444.493467246473,670.0,127.0,50.0
10,70260914,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,3094.3747612000425,309.43747612000425,0.37888309999834746,all_cleared,,,2190.3747612000425,720.0,134.0,50.0
10,70260915,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,3201.6197498761635,320.16197498761636,0.3375673000009556,all_cleared,,,2319.6197498761635,700.0,132.0,50.0
10,70260916,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,2898.286473157588,289.82864731575876,0.34148719999939203,all_cleared,,,2103.2864731575883,630.0,115.0,50.0
10,70260917,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,3192.2684848394365,319.2268484839436,0.4697338000005402,all_cleared,,,2260.2684848394374,745.0,137.0,50.0
10,70260918,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,2951.5720562844676,295.1572056284468,0.38358639999933075,all_cleared,,,2147.5720562844685,635.0,119.0,50.0
10,70260919,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,2921.435638434083,292.1435638434083,0.31524410000201897,all_cleared,,,2126.4356384340836,625.0,120.0,50.0
10,70260920,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,2858.5319385384255,285.8531938538425,0.3542875000021013,all_cleared,,,1933.5319385384253,735.0,140.0,50.0
10,70260921,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,3149.655693441273,314.9655693441273,0.43341639999925974,all_cleared,,,2226.655693441273,735.0,138.0,50.0
10,70260922,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,3052.6253290596624,305.2625329059662,0.3150372000018251,all_cleared,,,2168.625329059662,700.0,134.0,50.0
10,70260923,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,3071.703543751623,307.1703543751623,0.3112481999996817,all_cleared,,,2180.703543751623,710.0,131.0,50.0
10,70260924,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,3126.062933331321,312.6062933331321,0.30848989999867626,all_cleared,,,2275.0629333313213,675.0,126.0,50.0
10,70260925,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,3356.6996411822206,335.6699641182221,0.38253460000123596,all_cleared,,,2417.6996411822206,750.0,139.0,50.0
10,70260926,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,3250.9238408303836,325.0923840830384,0.41349950000221725,all_cleared,,,2380.9238408303836,690.0,130.0,50.0
10,70260927,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,3291.364595260957,329.1364595260957,0.29856179999842425,all_cleared,,,2383.364595260957,720.0,138.0,50.0
10,70260928,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,2842.5427214717934,284.25427214717934,0.34469240000180434,all_cleared,,,1969.5427214717931,690.0,133.0,50.0
10,70260929,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,2930.1758082594542,293.0175808259454,0.3422454000028665,all_cleared,,,2132.1758082594542,630.0,118.0,50.0
10,70260930,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,3473.953725024239,347.39537250242387,0.39297520000036457,all_cleared,,,2534.953725024239,750.0,139.0,50.0
10,70260931,joint_routing,实验组_当前策略_集中测量与联合路线,True,10,1.0,3061.547555243412,306.15475552434117,0.3965320999996038,all_cleared,,,2265.5475552434114,630.0,116.0,50.0
12,70261912,joint_routing,实验组_当前策略_集中测量与联合路线,True,12,1.0,3221.756241150757,268.47968676256306,0.2744228999981715,all_cleared,,,2383.756241150757,655.0,123.0,60.0
12,70261913,joint_routing,实验组_当前策略_集中测量与联合路线,True,12,1.0,3171.030818443241,264.2525682036034,0.36451969999689027,all_cleared,,,2333.0308184432415,655.0,123.0,60.0
12,70261914,joint_routing,实验组_当前策略_集中测量与联合路线,True,12,1.0,2965.143373746567,247.09528114554723,0.40431879999960074,all_cleared,,,2058.143373746566,710.0,137.0,60.0
12,70261915,joint_routing,实验组_当前策略_集中测量与联合路线,True,12,1.0,3231.715778087543,269.30964817396193,0.34534570000323583,all_cleared,,,2351.7157780875427,690.0,130.0,60.0
12,70261916,joint_routing,实验组_当前策略_集中测量与联合路线,True,12,1.0,3348.2410651587497,279.0200887632291,0.42924999999740976,all_cleared,,,2501.24106515875,665.0,122.0,60.0
12,70261917,joint_routing,实验组_当前策略_集中测量与联合路线,True,12,1.0,2984.317678144227,248.69313984535225,0.39683250000234693,all_cleared,,,2107.3176781442266,690.0,127.0,60.0
12,70261918,joint_routing,实验组_当前策略_集中测量与联合路线,True,12,1.0,3102.7300915870733,258.5608409655894,0.34726340000270284,all_cleared,,,2251.7300915870737,665.0,126.0,60.0
12,70261919,joint_routing,实验组_当前策略_集中测量与联合路线,True,12,1.0,3531.8413404240027,294.32011170200025,0.3884496999999101,all_cleared,,,2645.8413404240027,695.0,131.0,60.0
12,70261920,joint_routing,实验组_当前策略_集中测量与联合路线,True,12,1.0,2926.039513163528,243.83662609696069,0.3415105999993102,all_cleared,,,2162.0395131635278,595.0,109.0,60.0
12,70261921,joint_routing,实验组_当前策略_集中测量与联合路线,True,12,1.0,3152.4920794012783,262.7076732834399,0.4427180999991833,all_cleared,,,2343.4920794012783,630.0,119.0,60.0
12,70261922,joint_routing,实验组_当前策略_集中测量与联合路线,True,12,1.0,3231.007280587416,269.250606715618,0.4328715999981796,all_cleared,,,2344.007280587415,700.0,127.0,60.0
12,70261923,joint_routing,实验组_当前策略_集中测量与联合路线,True,12,1.0,3107.4178005361136,258.95148337800947,0.46302339999965625,all_cleared,,,2258.4178005361136,665.0,124.0,60.0
12,70261924,joint_routing,实验组_当前策略_集中测量与联合路线,True,12,1.0,3077.882935362122,256.4902446135102,0.3967336999994586,all_cleared,,,2268.882935362123,630.0,119.0,60.0
12,70261925,joint_routing,实验组_当前策略_集中测量与联合路线,True,12,1.0,3273.36391199965,272.78032599997084,0.409364999999525,all_cleared,,,2368.363911999649,710.0,135.0,60.0
12,70261926,joint_routing,实验组_当前策略_集中测量与联合路线,True,12,1.0,3448.812540786281,287.4010450655234,0.41935580000063055,all_cleared,,,2543.8125407862804,715.0,130.0,60.0
12,70261927,joint_routing,实验组_当前策略_集中测量与联合路线,True,12,1.0,3035.904415042541,252.99203458687842,0.36287260000244714,all_cleared,,,2219.9044150425407,635.0,121.0,60.0
12,70261928,joint_routing,实验组_当前策略_集中测量与联合路线,True,12,1.0,3194.2066752544806,266.18388960454007,0.41557489999831887,all_cleared,,,2283.2066752544806,715.0,136.0,60.0
12,70261929,joint_routing,实验组_当前策略_集中测量与联合路线,True,12,1.0,3430.4211591742555,285.86842993118796,0.35896929999944405,all_cleared,,,2503.4211591742546,730.0,137.0,60.0
12,70261930,joint_routing,实验组_当前策略_集中测量与联合路线,True,12,1.0,3213.6253956352853,267.8021163029404,0.5263673000008566,all_cleared,,,2389.6253956352853,645.0,119.0,60.0
12,70261931,joint_routing,实验组_当前策略_集中测量与联合路线,True,12,1.0,3418.216941974648,284.8514118312207,0.41628570000102627,all_cleared,,,2508.2169419746488,715.0,135.0,60.0
14,70262912,joint_routing,实验组_当前策略_集中测量与联合路线,True,14,1.0,3279.76892601899,234.26920900135642,0.5230582999975013,all_cleared,,,2445.7689260189904,650.0,114.0,70.0
14,70262913,joint_routing,实验组_当前策略_集中测量与联合路线,True,14,1.0,2720.328154234055,194.30915387386108,0.6591220999980578,all_cleared,,,1921.3281542340553,615.0,114.0,70.0
14,70262914,joint_routing,实验组_当前策略_集中测量与联合路线,True,14,1.0,3333.35359357355,238.09668525525356,0.5526630999993358,all_cleared,,,2523.3535935735495,625.0,115.0,70.0
